2020-07-16 17:43:32.511 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper.buildDefaultMergedContextConfiguration(308) - Neither @ContextConfiguration nor @ContextHierarchy found for test class [CSCI5308.GroupFormationTool.CoursesTest.CourseTest], using SpringBootContextLoader
2020-07-16 17:43:39.592 [main] INFO  C.G.P.MinLengthValidation.setMinLength(39) - password=MinLengthPolicy, action=Set Min Length, value=8
2020-07-16 17:43:39.592 [main] INFO  C.G.P.MinLengthValidation.isValidPassword(69) - password=MinLengthPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.592 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(40) - password=ValidationManager, action=Check Password Validity, status=Failed
2020-07-16 17:43:39.592 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(36) - password=ValidationManager, action=Check Password Validity, status=Starting...
2020-07-16 17:43:39.593 [main] INFO  C.G.P.MinLengthValidation.setMinLength(39) - password=MinLengthPolicy, action=Set Min Length, value=8
2020-07-16 17:43:39.593 [main] INFO  C.G.P.MinLengthValidation.isValidPassword(66) - password=MinLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.594 [main] INFO  C.G.P.MaxLengthValidation.setMaxLength(38) - password=MaxLengthPolicy, action=Set Max Length, value=12
2020-07-16 17:43:39.594 [main] INFO  C.G.P.MaxLengthValidation.isValidPassword(69) - password=MaxLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.595 [main] INFO  C.G.P.MinLowercaseValidation.setMinLowercase(37) - password=MinLowercasePolicy, action=Set Min Lowercase, value=2
2020-07-16 17:43:39.597 [main] INFO  C.G.P.MinLowercaseValidation.isValidPassword(74) - password=MinLowercasePolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.597 [main] INFO  C.G.P.MinUppercaseValidation.setMinUppercase(37) - password=MinUppercasePolicy, action=Set Min Uppercase, value=2
2020-07-16 17:43:39.600 [main] INFO  C.G.P.MinUppercaseValidation.isValidPassword(71) - password=MinUppercasePolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.601 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(40) - password=ValidationManager, action=Check Password Validity, status=Failed
2020-07-16 17:43:39.603 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(36) - password=ValidationManager, action=Check Password Validity, status=Starting...
2020-07-16 17:43:39.604 [main] INFO  C.G.P.MinLengthValidation.setMinLength(39) - password=MinLengthPolicy, action=Set Min Length, value=8
2020-07-16 17:43:39.604 [main] INFO  C.G.P.MinLengthValidation.isValidPassword(66) - password=MinLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.605 [main] INFO  C.G.P.MaxLengthValidation.setMaxLength(38) - password=MaxLengthPolicy, action=Set Max Length, value=12
2020-07-16 17:43:39.605 [main] INFO  C.G.P.MaxLengthValidation.isValidPassword(66) - password=MaxLengthPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.605 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(40) - password=ValidationManager, action=Check Password Validity, status=Failed
2020-07-16 17:43:39.606 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(36) - password=ValidationManager, action=Check Password Validity, status=Starting...
2020-07-16 17:43:39.606 [main] INFO  C.G.P.MinLengthValidation.setMinLength(39) - password=MinLengthPolicy, action=Set Min Length, value=8
2020-07-16 17:43:39.606 [main] INFO  C.G.P.MinLengthValidation.isValidPassword(66) - password=MinLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.607 [main] INFO  C.G.P.MaxLengthValidation.setMaxLength(38) - password=MaxLengthPolicy, action=Set Max Length, value=12
2020-07-16 17:43:39.607 [main] INFO  C.G.P.MaxLengthValidation.isValidPassword(69) - password=MaxLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.607 [main] INFO  C.G.P.MinLowercaseValidation.setMinLowercase(37) - password=MinLowercasePolicy, action=Set Min Lowercase, value=2
2020-07-16 17:43:39.608 [main] INFO  C.G.P.MinLowercaseValidation.isValidPassword(71) - password=MinLowercasePolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.608 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(40) - password=ValidationManager, action=Check Password Validity, status=Failed
2020-07-16 17:43:39.608 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(36) - password=ValidationManager, action=Check Password Validity, status=Starting...
2020-07-16 17:43:39.609 [main] INFO  C.G.P.MinLengthValidation.setMinLength(39) - password=MinLengthPolicy, action=Set Min Length, value=8
2020-07-16 17:43:39.609 [main] INFO  C.G.P.MinLengthValidation.isValidPassword(66) - password=MinLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.610 [main] INFO  C.G.P.MaxLengthValidation.setMaxLength(38) - password=MaxLengthPolicy, action=Set Max Length, value=12
2020-07-16 17:43:39.611 [main] INFO  C.G.P.MaxLengthValidation.isValidPassword(69) - password=MaxLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.612 [main] INFO  C.G.P.MinLowercaseValidation.setMinLowercase(37) - password=MinLowercasePolicy, action=Set Min Lowercase, value=2
2020-07-16 17:43:39.612 [main] INFO  C.G.P.MinLowercaseValidation.isValidPassword(74) - password=MinLowercasePolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.613 [main] INFO  C.G.P.MinUppercaseValidation.setMinUppercase(37) - password=MinUppercasePolicy, action=Set Min Uppercase, value=2
2020-07-16 17:43:39.613 [main] INFO  C.G.P.MinUppercaseValidation.isValidPassword(71) - password=MinUppercasePolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.614 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(40) - password=ValidationManager, action=Check Password Validity, status=Failed
2020-07-16 17:43:39.614 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(36) - password=ValidationManager, action=Check Password Validity, status=Starting...
2020-07-16 17:43:39.615 [main] INFO  C.G.P.MinLengthValidation.setMinLength(39) - password=MinLengthPolicy, action=Set Min Length, value=8
2020-07-16 17:43:39.615 [main] INFO  C.G.P.MinLengthValidation.isValidPassword(66) - password=MinLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.617 [main] INFO  C.G.P.MaxLengthValidation.setMaxLength(38) - password=MaxLengthPolicy, action=Set Max Length, value=12
2020-07-16 17:43:39.617 [main] INFO  C.G.P.MaxLengthValidation.isValidPassword(69) - password=MaxLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.617 [main] INFO  C.G.P.MinLowercaseValidation.setMinLowercase(37) - password=MinLowercasePolicy, action=Set Min Lowercase, value=2
2020-07-16 17:43:39.618 [main] INFO  C.G.P.MinLowercaseValidation.isValidPassword(74) - password=MinLowercasePolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.618 [main] INFO  C.G.P.MinUppercaseValidation.setMinUppercase(37) - password=MinUppercasePolicy, action=Set Min Uppercase, value=2
2020-07-16 17:43:39.618 [main] INFO  C.G.P.MinUppercaseValidation.isValidPassword(74) - password=MinUppercasePolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.618 [main] INFO  C.G.P.MinNonAlphaNumValidation.setMinNonAlphaNum(41) - password=MinNonAlphaNumPolicy, action=Set Min Non-AlphaNumeric, value=2
2020-07-16 17:43:39.619 [main] INFO  C.G.P.MinNonAlphaNumValidation.isValidPassword(78) - password=MinNonAlphaNumPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.619 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(40) - password=ValidationManager, action=Check Password Validity, status=Failed
2020-07-16 17:43:39.619 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(36) - password=ValidationManager, action=Check Password Validity, status=Starting...
2020-07-16 17:43:39.620 [main] INFO  C.G.P.MinLengthValidation.setMinLength(39) - password=MinLengthPolicy, action=Set Min Length, value=8
2020-07-16 17:43:39.620 [main] INFO  C.G.P.MinLengthValidation.isValidPassword(66) - password=MinLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.621 [main] INFO  C.G.P.MaxLengthValidation.setMaxLength(38) - password=MaxLengthPolicy, action=Set Max Length, value=12
2020-07-16 17:43:39.622 [main] INFO  C.G.P.MaxLengthValidation.isValidPassword(69) - password=MaxLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.622 [main] INFO  C.G.P.MinLowercaseValidation.setMinLowercase(37) - password=MinLowercasePolicy, action=Set Min Lowercase, value=2
2020-07-16 17:43:39.623 [main] INFO  C.G.P.MinLowercaseValidation.isValidPassword(74) - password=MinLowercasePolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.623 [main] INFO  C.G.P.MinUppercaseValidation.setMinUppercase(37) - password=MinUppercasePolicy, action=Set Min Uppercase, value=2
2020-07-16 17:43:39.624 [main] INFO  C.G.P.MinUppercaseValidation.isValidPassword(74) - password=MinUppercasePolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.624 [main] INFO  C.G.P.MinNonAlphaNumValidation.setMinNonAlphaNum(41) - password=MinNonAlphaNumPolicy, action=Set Min Non-AlphaNumeric, value=2
2020-07-16 17:43:39.624 [main] INFO  C.G.P.MinNonAlphaNumValidation.isValidPassword(81) - password=MinNonAlphaNumPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.625 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.625 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.625 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(40) - password=ValidationManager, action=Check Password Validity, status=Failed
2020-07-16 17:43:39.626 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(36) - password=ValidationManager, action=Check Password Validity, status=Starting...
2020-07-16 17:43:39.626 [main] INFO  C.G.P.MinLengthValidation.setMinLength(39) - password=MinLengthPolicy, action=Set Min Length, value=8
2020-07-16 17:43:39.627 [main] INFO  C.G.P.MinLengthValidation.isValidPassword(66) - password=MinLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.629 [main] INFO  C.G.P.MaxLengthValidation.setMaxLength(38) - password=MaxLengthPolicy, action=Set Max Length, value=12
2020-07-16 17:43:39.630 [main] INFO  C.G.P.MaxLengthValidation.isValidPassword(69) - password=MaxLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.632 [main] INFO  C.G.P.MinLowercaseValidation.setMinLowercase(37) - password=MinLowercasePolicy, action=Set Min Lowercase, value=2
2020-07-16 17:43:39.633 [main] INFO  C.G.P.MinLowercaseValidation.isValidPassword(74) - password=MinLowercasePolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.633 [main] INFO  C.G.P.MinUppercaseValidation.setMinUppercase(37) - password=MinUppercasePolicy, action=Set Min Uppercase, value=2
2020-07-16 17:43:39.634 [main] INFO  C.G.P.MinUppercaseValidation.isValidPassword(74) - password=MinUppercasePolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.635 [main] INFO  C.G.P.MinNonAlphaNumValidation.setMinNonAlphaNum(41) - password=MinNonAlphaNumPolicy, action=Set Min Non-AlphaNumeric, value=2
2020-07-16 17:43:39.637 [main] INFO  C.G.P.MinNonAlphaNumValidation.isValidPassword(81) - password=MinNonAlphaNumPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.638 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.639 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.641 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(40) - password=ValidationManager, action=Check Password Validity, status=Failed
2020-07-16 17:43:39.641 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(36) - password=ValidationManager, action=Check Password Validity, status=Starting...
2020-07-16 17:43:39.642 [main] INFO  C.G.P.MinLengthValidation.setMinLength(39) - password=MinLengthPolicy, action=Set Min Length, value=8
2020-07-16 17:43:39.643 [main] INFO  C.G.P.MinLengthValidation.isValidPassword(66) - password=MinLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.645 [main] INFO  C.G.P.MaxLengthValidation.setMaxLength(38) - password=MaxLengthPolicy, action=Set Max Length, value=12
2020-07-16 17:43:39.648 [main] INFO  C.G.P.MaxLengthValidation.isValidPassword(69) - password=MaxLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.653 [main] INFO  C.G.P.MinLowercaseValidation.setMinLowercase(37) - password=MinLowercasePolicy, action=Set Min Lowercase, value=2
2020-07-16 17:43:39.653 [main] INFO  C.G.P.MinLowercaseValidation.isValidPassword(74) - password=MinLowercasePolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.654 [main] INFO  C.G.P.MinUppercaseValidation.setMinUppercase(37) - password=MinUppercasePolicy, action=Set Min Uppercase, value=2
2020-07-16 17:43:39.654 [main] INFO  C.G.P.MinUppercaseValidation.isValidPassword(74) - password=MinUppercasePolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.654 [main] INFO  C.G.P.MinNonAlphaNumValidation.setMinNonAlphaNum(41) - password=MinNonAlphaNumPolicy, action=Set Min Non-AlphaNumeric, value=2
2020-07-16 17:43:39.654 [main] INFO  C.G.P.MinNonAlphaNumValidation.isValidPassword(81) - password=MinNonAlphaNumPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.655 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.655 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.655 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(40) - password=ValidationManager, action=Check Password Validity, status=Failed
2020-07-16 17:43:39.655 [main] INFO  C.G.P.DefaultPasswordValidationManager.isValidPassword(36) - password=ValidationManager, action=Check Password Validity, status=Starting...
2020-07-16 17:43:39.655 [main] INFO  C.G.P.MinLengthValidation.setMinLength(39) - password=MinLengthPolicy, action=Set Min Length, value=8
2020-07-16 17:43:39.656 [main] INFO  C.G.P.MinLengthValidation.isValidPassword(66) - password=MinLengthPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.656 [main] INFO  C.G.P.MaxLengthValidation.setMaxLength(38) - password=MaxLengthPolicy, action=Set Max Length, value=12
2020-07-16 17:43:39.656 [main] INFO  C.G.P.MaxLengthValidation.isValidPassword(69) - password=MaxLengthPolicy, action=Check Validity, status=Success
